p_val,avg_log2FC,pct.1,pct.2,p_val_adj,SYMBOL,ENTREZID,ENSEMBL
5.333580344670686e-15,-0.3032790571654558,0.063,0.085,6.577904639082358e-11,EDEM2,55741,ENSG00000088298
5.333580344670686e-15,-0.3032790571654558,0.063,0.085,6.577904639082358e-11,MMP24-AS1-EDEM2,111089941,ENSG00000088298
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LILRB3,11025,ENSG00000204577
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LILRB3,11025,ENSG00000277816
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LILRB3,11025,ENSG00000274587
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LILRB3,11025,ENSG00000275019
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC102725035,102725035,ENSG00000277816
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC102725035,102725035,ENSG00000274587
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC102725035,102725035,ENSG00000275019
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC102725035,102725035,ENSG00000204577
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987425,107987425,ENSG00000277816
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987425,107987425,ENSG00000274587
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987425,107987425,ENSG00000275019
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987425,107987425,ENSG00000204577
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987462,107987462,ENSG00000277816
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987462,107987462,ENSG00000274587
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987462,107987462,ENSG00000275019
5.450895080281643e-15,-1.17862121960388,0.005,0.012,6.72258890251135e-11,LOC107987462,107987462,ENSG00000204577
5.630020283926925e-15,-0.11972692706950304,0.101,0.129,6.943504016167077e-11,LRRFIP2,9209,ENSG00000093167
5.741361612542032e-15,-0.7414002270934308,0.007,0.015,7.080821276748088e-11,KCNN4,3783,ENSG00000104783
5.7577925488206304e-15,-0.16693750748193026,0.279,0.321,7.101085550460484e-11,RAB5IF,55969,ENSG00000101084
5.789777123719026e-15,-0.7412741117186439,0.017,0.029,7.140532126682675e-11,NIPAL2,79815,ENSG00000104361
5.8599260520995656e-15,-0.2403059201452327,0.11,0.138,7.227046800054395e-11,CAPN7,23473,ENSG00000131375
5.9208430620763226e-15,-0.18148305563428968,0.053,0.073,7.302175748458729e-11,CCDC28B,79140,ENSG00000160050
5.9961428821526885e-15,-0.14255438704762688,0.141,0.172,7.395043016558912e-11,TRERF1,55809,ENSG00000124496
6.006641150763257e-15,0.28914133819237564,0.271,0.241,7.407990531236325e-11,REL,5966,ENSG00000162924
6.0768603865348755e-15,-0.14557188431907242,0.208,0.245,7.494591914713462e-11,DENND4C,55667,ENSG00000137145
6.1819609470176425e-15,-0.3663180964444037,0.033,0.05,7.624212435956859e-11,MTHFD2L,441024,ENSG00000163738
6.2062296060519475e-15,-0.18567740724428416,0.109,0.138,7.654142973143868e-11,COMMD3,23412,ENSG00000148444
6.512814859819787e-15,-0.22275426001291496,0.079,0.103,8.032254566615744e-11,PPA2,27068,ENSG00000138777
6.573165591658828e-15,0.8813058058388941,0.027,0.015,8.106685124192833e-11,MAL,4118,ENSG00000172005
6.726564324035575e-15,-0.17312909756526151,0.086,0.112,8.295871780833075e-11,PRCC,5546,ENSG00000143294
7.144740657433941e-15,-0.1957854489686401,0.132,0.162,8.811608652813279e-11,PGP,283871,ENSG00000184207
7.147275867573558e-15,-0.2071553739353278,0.043,0.062,8.814735327478469e-11,NCAPD3,23310,ENSG00000151503
7.34088637347991e-15,-0.2844508556773504,0.091,0.116,9.053515164412772e-11,ETF1,2107,ENSG00000120705
7.43450868402935e-15,-0.15828785755546648,0.133,0.164,9.168979560013397e-11,ZFR,51663,ENSG00000056097
7.628842250207797e-15,-0.8387443260024656,0.011,0.021,9.408651147181276e-11,SLC31A2,1318,ENSG00000136867
7.8624278168663e-15,-0.7229969207552003,0.004,0.01,9.696732226541207e-11,NEIL3,55247,ENSG00000109674
7.894579240971197e-15,-0.17062398310842414,0.16,0.194,9.736384577889776e-11,ETFB,2109,ENSG00000105379
7.972264643039876e-15,-0.9221768172198912,0.006,0.014,9.832193984261079e-11,PLBD1,79887,ENSG00000121316
8.002682431433522e-15,-0.1673500470787277,0.35,0.393,9.869708242686962e-11,JTB,10899,ENSG00000143543
8.071707045149647e-15,-0.22712988407796875,0.16,0.193,9.95483629878306e-11,UBA2,10054,ENSG00000126261
8.193344393501239e-15,-0.22077172464899208,0.087,0.112,1.0104851640505078e-10,ARHGEF7,8874,ENSG00000102606
8.272536243358157e-15,-0.1999355935301584,0.176,0.212,1.0202518948933616e-10,GTF3C6,112495,ENSG00000155115
8.275335059917041e-15,-0.26726762905195217,0.11,0.137,1.0205970729395688e-10,MIA3,375056,ENSG00000154305
8.299742737074644e-15,-0.14561228297354684,0.191,0.228,1.0236072717634159e-10,UBAC2,337867,ENSG00000134882
8.552265350566157e-15,-0.20088054877474287,0.132,0.163,1.0547508856853242e-10,COPS2,9318,ENSG00000166200
8.723188444354671e-15,-0.3213979634248463,0.033,0.049,1.0758308308422616e-10,ALDH18A1,5832,ENSG00000059573
8.79800406270053e-15,-0.2251964024236882,0.277,0.315,1.0850578410528563e-10,PRDX6,9588,ENSG00000117592
8.837805052327573e-15,-0.27200565453047365,0.093,0.119,1.0899664971035595e-10,RNF111,54778,ENSG00000157450
9.138004344519143e-15,-0.261645928650873,0.056,0.077,1.126990075809546e-10,SGTA,6449,ENSG00000104969
9.321893637760356e-15,-0.39784182602386586,0.01,0.019,1.1496691423449847e-10,FANCE,2178,ENSG00000112039
9.353191621795942e-15,-0.19102221163838395,0.081,0.105,1.1535291227160935e-10,R3HDM1,23518,ENSG00000048991
9.367080432182258e-15,-0.1647493074864118,0.094,0.121,1.1552420297010379e-10,PSMC2,5701,ENSG00000161057
9.441588868244597e-15,-0.1912486693926012,0.087,0.112,1.1644311551206058e-10,MARK2,2011,ENSG00000072518
9.804941069308923e-15,-0.2898610437694593,0.055,0.076,1.2092433820778696e-10,LPCAT3,10162,ENSG00000111684
1.033964935096068e-14,-0.5458009822719672,0.028,0.042,1.2751889544539807e-10,CPNE8,144402,ENSG00000139117
1.0627404265895831e-14,-0.1901722401170708,0.253,0.291,1.310677768112933e-10,VDAC2,7417,ENSG00000165637
1.1160924626836492e-14,-0.39746971753726146,0.038,0.055,1.3764768342277444e-10,ROCK2,9475,ENSG00000134318
1.1296397622422331e-14,-0.18156614821722497,0.087,0.112,1.3931847187733458e-10,MRPL3,11222,ENSG00000114686
1.1600247021614862e-14,-0.29116066701814125,0.07,0.093,1.4306584651757608e-10,SPECC1L,23384,ENSG00000100014
1.1798008342193959e-14,-0.3855795816868248,0.019,0.032,1.455048368842781e-10,GEMIN8,54960,ENSG00000046647
1.1814022128194524e-14,-0.33649885154958525,0.018,0.03,1.4570233490702307e-10,DONSON,29980,ENSG00000159147
1.2133811010181447e-14,-0.13932824006808375,0.2,0.238,1.496462911885678e-10,ACIN1,22985,ENSG00000100813
1.2719374094535121e-14,-0.2268891182073036,0.069,0.091,1.5686804070790164e-10,TTC13,79573,ENSG00000143643
1.3190156893213506e-14,-0.29701559196923677,0.057,0.078,1.6267420496400214e-10,TRAPPC8,22878,ENSG00000153339
1.3441581454333828e-14,-0.18765899048128057,0.084,0.109,1.6577502407629908e-10,CHTOP,26097,ENSG00000160679
1.3513401316956174e-14,-0.3226176422217124,0.035,0.051,1.666607784420205e-10,RRP9,9136,ENSG00000114767
1.3524033129493087e-14,-0.17854733854480834,0.143,0.174,1.6679190058603827e-10,SUCLG2,8801,ENSG00000172340
1.3660111561372352e-14,-0.20026531474660847,0.319,0.361,1.6847015588640523e-10,CSDE1,7812,ENSG00000009307
1.3852198650101776e-14,-0.20341631315819875,0.086,0.111,1.708391659517052e-10,HBS1L,10767,ENSG00000112339
1.4190448866135082e-14,-0.17626669997436295,0.015,0.026,1.7501080586604395e-10,MXD3,83463,ENSG00000213347
1.4349929582012662e-14,-1.2207478738292323,0.004,0.011,1.7697768153496212e-10,DOK3,79930,ENSG00000146094
1.453039291644479e-14,-0.6587283735265843,0.014,0.025,1.7920333583851359e-10,TEX2,55852,ENSG00000136478
1.4914509862799407e-14,-0.1881717497811093,0.09,0.116,1.8394065013790508e-10,PCNT,5116,ENSG00000160299
1.5022311536672035e-14,-0.11869484645158268,0.297,0.34,1.852701681817762e-10,PREX1,57580,ENSG00000124126
1.5048664040224494e-14,-0.3140355564224775,0.038,0.055,1.8559517360808868e-10,ADCY9,115,ENSG00000162104
1.5118098681276624e-14,-0.4374092025077909,0.044,0.062,1.864515110361846e-10,EXT2,2132,ENSG00000151348
1.5284570782992562e-14,-0.20047575692520248,0.082,0.107,1.8850461146664727e-10,ISCA2,122961,ENSG00000165898
1.5297919407003312e-14,-0.11483376443739846,0.314,0.357,1.8866924004657177e-10,NCOR1,9611,ENSG00000141027
1.575114801642055e-14,-0.20075740244229867,0.073,0.096,1.9425890848651463e-10,SNX10,29887,ENSG00000086300
1.5767971584538545e-14,-0.232138147700202,0.051,0.07,1.9446639355211388e-10,AGAP1,116987,ENSG00000157985
1.6293949352069472e-14,-0.23282606501601832,0.044,0.062,2.0095327735907276e-10,WDR5,11091,ENSG00000196363
1.630333007165655e-14,-0.5780774279767669,0.014,0.025,2.0106896977374028e-10,LRRC8B,23507,ENSG00000197147
1.6356744582498034e-14,-0.45786763306648304,0.018,0.03,2.0172773093594823e-10,PELO,53918,ENSG00000152684
1.662712686071395e-14,-0.11611206162630784,0.235,0.276,2.0506235557318515e-10,HNRNPUL1,11100,ENSG00000105323
1.6893857120418744e-14,-0.1498588605775458,0.122,0.151,2.083519398661244e-10,CELF1,10658,ENSG00000149187
1.7153841207545143e-14,-0.13561935463014332,0.159,0.193,2.1155832361265423e-10,GTF3C1,2975,ENSG00000077235
1.7260011365430413e-14,-0.2854484331581626,0.048,0.066,2.1286772016985328e-10,ANKFY1,51479,ENSG00000185722
1.7511971878042913e-14,-0.2865578357891936,0.044,0.062,2.1597514917190317e-10,ELK3,2004,ENSG00000111145
1.7595509878730334e-14,-0.16467210391622594,0.214,0.253,2.1700542333438118e-10,TADA3,10474,ENSG00000171148
1.8121175028858702e-14,-0.22998879299413377,0.058,0.078,2.234884516309144e-10,ZNG1E,220869,ENSG00000147996
1.8196964912618728e-14,-0.20034668310780904,0.107,0.135,2.2442316826732674e-10,SRPK1,6732,ENSG00000096063
1.8351430118738675e-14,-0.13050099875022775,0.206,0.242,2.2632818765440407e-10,SEMA4D,10507,ENSG00000187764
1.8402484094506865e-14,-0.33729941850182765,0.024,0.038,2.2695783633755318e-10,NARS2,79731,ENSG00000137513
1.8612369349369527e-14,-0.1884172865914695,0.012,0.022,2.2954635118577434e-10,CENPO,79172,ENSG00000138092
1.9162480438761825e-14,-0.22031417110945917,0.015,0.026,2.363308712512496e-10,RFC3,5983,ENSG00000133119
1.938795880545787e-14,-0.19771743358584384,0.158,0.19,2.3911169594771196e-10,EMC3,55831,ENSG00000125037
1.9420307951308115e-14,-0.3157669792175577,0.048,0.067,2.3951065796348296e-10,OCEL1,79629,ENSG00000099330
1.9722306706781548e-14,-0.7977856059191102,0.008,0.017,2.4323520861473685e-10,PUS7,54517,ENSG00000091127
1.9968122587272095e-14,-0.35394973696855603,0.046,0.065,2.462668558688268e-10,TGIF2,60436,ENSG00000118707
2.0442422537270455e-14,-0.2613584985194184,0.044,0.063,2.521163971521566e-10,TUBGCP3,10426,ENSG00000126216
2.0442422537270455e-14,-0.2613584985194184,0.044,0.063,2.521163971521566e-10,TUBGCP3,10426,ENSG00000282003
2.0606407655828264e-14,-0.25203637598185535,0.069,0.091,2.5413882561933003e-10,STAU2,27067,ENSG00000040341
2.1183975326021273e-14,-0.15616418347045052,0.166,0.199,2.612619676958203e-10,GPBP1,65056,ENSG00000062194
2.1263902713057882e-14,-0.27055296778758375,0.033,0.049,2.6224771216014276e-10,NUP188,23511,ENSG00000095319
2.256620810271172e-14,-0.475806075421056,0.025,0.038,2.7830904453074367e-10,CLP1,10978,ENSG00000172409
2.2862461112641476e-14,-0.1790048824124998,0.123,0.153,2.8196273290220727e-10,AKR1A1,10327,ENSG00000117448
2.3327697907867715e-14,-0.11534330759519562,0.21,0.247,2.8770049829773246e-10,USP3,9960,ENSG00000140455
2.4008677883242952e-14,-0.27950049190216686,0.058,0.078,2.9609902433403533e-10,LAMP2,3920,ENSG00000005893
2.404902414662705e-14,-0.2594036340922661,0.06,0.081,2.9659661480035143e-10,MRPS22,56945,ENSG00000175110
2.4224101233286428e-14,-0.1111037369109209,0.29,0.333,2.987558405101215e-10,PPP1R12A,4659,ENSG00000058272
2.486686473562548e-14,-0.10884787685866254,0.104,0.132,3.06683042784469e-10,ARHGAP10,79658,ENSG00000071205
2.502808006226574e-14,0.45616265905435344,0.228,0.2,3.0867131140792336e-10,TOX,9760,ENSG00000198846
2.5226686851056722e-14,-0.627816364918885,0.016,0.028,3.1112072893408245e-10,NEIL1,79661,ENSG00000140398
2.5391657036074607e-14,-0.1809160319909996,0.175,0.209,3.1315530622590814e-10,WAC,51322,ENSG00000095787
2.54315535048813e-14,-0.27740787962768354,0.059,0.08,3.136473493757011e-10,NOL8,55035,ENSG00000198000
2.5451565219215604e-14,-0.15688782883884703,0.127,0.156,3.1389415384858603e-10,HUWE1,10075,ENSG00000086758
2.6222670323743255e-14,-0.17948886757081195,0.099,0.125,3.2340419310272557e-10,UHRF2,115426,ENSG00000147854
2.6225722021250483e-14,-0.7719826838669648,0.027,0.041,3.2344182968808214e-10,ICAM1,3383,ENSG00000090339
2.6534366973457062e-14,0.9473937017097512,0.025,0.014,3.2724834788364597e-10,IFI44L,10964,ENSG00000137959
2.7714813610176316e-14,-0.16972958450014058,0.132,0.162,3.4180679625430444e-10,METTL5,29081,ENSG00000138382
2.8747532068751866e-14,-0.2561640992743488,0.051,0.07,3.545433130039167e-10,BRAT1,221927,ENSG00000106009
2.8862338066049366e-14,-0.1871040422667256,0.109,0.136,3.5595921536858677e-10,GTDC1,79712,ENSG00000121964
2.9245225794602617e-14,-0.1726034913278116,0.34,0.381,3.6068136972483407e-10,SQSTM1,8878,ENSG00000161011
2.9245225794602617e-14,-0.1726034913278116,0.34,0.381,3.6068136972483407e-10,SQSTM1,8878,ENSG00000284099
3.0314784309988303e-14,-0.24441472108593437,0.145,0.176,3.738722348950857e-10,TM9SF3,56889,ENSG00000077147
3.0755044353166504e-14,-0.24752689585372156,0.053,0.073,3.7930196200760247e-10,ATAD2,29028,ENSG00000156802
3.1688084342046945e-14,-0.2494416500264229,0.053,0.073,3.9080914419046484e-10,AHCYL1,10768,ENSG00000168710
3.5411946820061055e-14,-0.4084311441432473,0.026,0.04,4.36735540131813e-10,CKAP2,26586,ENSG00000136108
3.5444455701078954e-14,-0.19859961107125457,0.093,0.118,4.371364721614067e-10,KLHDC2,23588,ENSG00000165516
3.6557916857705094e-14,-0.2499267984424962,0.059,0.079,4.5086878860607685e-10,OTULINL,54491,ENSG00000145569
3.71873027976037e-14,-0.1803522580732383,0.105,0.132,4.5863100540284645e-10,METRN,79006,ENSG00000103260
3.7201716003031475e-14,-0.4873821523835789,0.032,0.047,4.5880876346538704e-10,CSTF2T,23283,ENSG00000177613
3.776021244386025e-14,-0.22002361358631853,0.149,0.179,4.656967000701284e-10,RAB9A,9367,ENSG00000123595
3.8010054042036445e-14,-0.20775442325651067,0.228,0.264,4.687779965004355e-10,RAB11A,8766,ENSG00000103769
3.8248913617960534e-14,-0.3924003848744664,0.02,0.032,4.717238516503073e-10,MMS22L,253714,ENSG00000146263
3.9289546493656926e-14,-0.28544500415663343,0.044,0.062,4.845579769062708e-10,ATP6V1A,523,ENSG00000114573
3.9573997550719804e-14,-0.3429386784739408,0.017,0.028,4.880661117930274e-10,TTLL12,23170,ENSG00000100304
3.960237676423703e-14,-0.4648688430507242,0.041,0.058,4.884161126333354e-10,SLC12A6,9990,ENSG00000140199
3.986502463560654e-14,-0.21067113474565924,0.154,0.186,4.916553488309354e-10,ANXA7,310,ENSG00000138279
4.010533035775175e-14,-0.36951508113066533,0.04,0.057,4.946190393021522e-10,TRIM25,7706,ENSG00000121060
4.01686274298676e-14,-0.1635626568623012,0.111,0.139,4.95399682092557e-10,ARL2,402,ENSG00000213465
4.031186908489007e-14,-0.14787457727148184,0.113,0.141,4.971662814239493e-10,PDCD7,10081,ENSG00000090470
4.0329824680044154e-14,-0.44068767798551,0.033,0.048,4.973877277789846e-10,SLC46A3,283537,ENSG00000139508
4.043227427738811e-14,-0.3189801305494404,0.025,0.039,4.986512386630274e-10,COLGALT1,79709,ENSG00000130309
4.047332246589686e-14,-0.3281925202076663,0.035,0.051,4.99157485971906e-10,MEN1,4221,ENSG00000133895
4.055815115349272e-14,-0.1918784887777587,0.016,0.027,5.002036781760256e-10,MIS18A,54069,ENSG00000159055
4.0832798457126955e-14,-0.24124321919604075,0.046,0.064,5.035909033717467e-10,REEP4,80346,ENSG00000168476
4.1328463482275925e-14,-0.3018552229410236,0.035,0.051,5.097039401269088e-10,POLR1A,25885,ENSG00000068654
4.1551942013654874e-14,-0.1521770292054206,0.118,0.147,5.124601008544054e-10,UBE2J2,118424,ENSG00000160087
4.207385701413216e-14,-0.24972870169502087,0.186,0.218,5.188968785552918e-10,LSM4,25804,ENSG00000130520
4.293863178394024e-14,-0.7235254540551908,0.012,0.021,5.29562145791335e-10,ZSCAN9,7746,ENSG00000137185
4.30672779851127e-14,-0.15151044134752356,0.099,0.126,5.311487393903948e-10,TBK1,29110,ENSG00000183735
4.320771605564438e-14,-0.1760686168341492,0.21,0.246,5.328807621142622e-10,SNRPC,6631,ENSG00000124562
4.454602881497928e-14,-0.17118217135586422,0.087,0.112,5.493861733751395e-10,TOPBP1,11073,ENSG00000163781
4.5173352220285243e-14,-0.6964887843079373,0.004,0.011,5.571229529327778e-10,CBR3,874,ENSG00000159231
4.6556747917450545e-14,-0.4329895220629112,0.017,0.028,5.741843720659175e-10,PIF1,80119,ENSG00000140451
4.8906625562543444e-14,-0.2721457121156161,0.066,0.088,6.031654130628481e-10,NUP50,10762,ENSG00000093000
4.9052315956156786e-14,-0.1948544290524571,0.283,0.322,6.049622126872817e-10,KIF2A,3796,ENSG00000068796
5.0888823296086636e-14,-0.9710140645389402,0.016,0.027,6.276118577106364e-10,DENND5A,23258,ENSG00000184014
5.1162847994863416e-14,-0.7595312605769529,0.014,0.024,6.309914043206505e-10,FSD1,79187,ENSG00000105255
5.145117985655651e-14,-0.23035863211698057,0.194,0.227,6.345474011709113e-10,CCT6A,908,ENSG00000146731
5.178816216244868e-14,-0.4075454650541124,0.045,0.062,6.387034039494793e-10,SPIN1,10927,ENSG00000106723
5.183710900957733e-14,-0.17038710249831557,0.159,0.192,6.393070654151173e-10,HSH2D,84941,ENSG00000196684
5.3217733009575115e-14,-0.1672751508244466,0.109,0.137,6.563343012070899e-10,SEC63,11231,ENSG00000025796
5.511495404544524e-14,-0.16047436155130512,0.605,0.631,6.797327282424761e-10,CD7,924,ENSG00000173762
5.5842063233711674e-14,-0.4240652059986545,0.065,0.086,6.88700165861366e-10,IPCEF1,26034,ENSG00000074706
5.646721394145016e-14,-1.196440641196078,0.004,0.01,6.964101495399048e-10,LMO2,4005,ENSG00000135363
5.6684880850816674e-14,-0.21817490107934776,0.091,0.116,6.990946355331218e-10,PSME3,10197,ENSG00000131467
5.73889269871586e-14,-0.2482972814130407,0.202,0.237,7.07777636532627e-10,PRKAR1A,5573,ENSG00000108946
5.855266312504357e-14,-0.2778098171693333,0.052,0.071,7.221299943211623e-10,CTPS1,1503,ENSG00000171793
5.855775113854557e-14,-0.33550967373703433,0.086,0.109,7.221927447916824e-10,MAT2A,4144,ENSG00000168906
5.858633087782924e-14,-0.2497840880453266,0.029,0.044,7.225452187162681e-10,DNTTIP1,116092,ENSG00000101457
5.875057696150686e-14,-0.2988880864778891,0.05,0.069,7.24570865666264e-10,EI24,9538,ENSG00000149547
5.880005298595953e-14,-0.4863247486421116,0.021,0.033,7.25181053475839e-10,INCENP,3619,ENSG00000149503
5.923202106802725e-14,-0.2988840687610086,0.041,0.058,7.305085158319798e-10,STRN4,29888,ENSG00000090372
5.925813408777269e-14,-0.20768707161592517,0.07,0.092,7.308305677045005e-10,NOP14,8602,ENSG00000087269
5.999846944070195e-14,-0.11359977283899636,0.089,0.114,7.399611236121771e-10,THADA,63892,ENSG00000115970
6.097423073018058e-14,-0.2590851960663244,0.12,0.147,7.519951875953172e-10,SLA,6503,ENSG00000155926
6.116446707528756e-14,-0.1690363606467562,0.039,0.055,7.543413724395213e-10,NUP155,9631,ENSG00000113569
6.148895718406079e-14,-0.13744517784421162,0.139,0.169,7.583433089510216e-10,SMC5,23137,ENSG00000198887
6.149380218449228e-14,-0.6648110871936872,0.008,0.016,7.584030623413434e-10,CLEC7A,64581,ENSG00000172243
6.182482502671159e-14,-0.2035406729624391,0.197,0.232,7.624855670544341e-10,PHB1,5245,ENSG00000167085
6.349750708152147e-14,-0.16087500687957815,0.19,0.225,7.831147548364042e-10,HPS1,3257,ENSG00000107521
6.396600326727858e-14,-0.31053275867725594,0.03,0.044,7.888927182953466e-10,PIAS4,51588,ENSG00000105229
6.402764079876641e-14,-0.20533378048981055,0.064,0.085,7.896528939711861e-10,CDK5RAP2,55755,ENSG00000136861
6.408289573957427e-14,-0.1128077759765731,0.357,0.402,7.903343531561692e-10,RASA2,5922,ENSG00000155903
6.506255446012561e-14,-0.3938923697006551,0.028,0.043,8.02416484156729e-10,MFN2,9927,ENSG00000116688
6.507489438524889e-14,-0.1662553615564198,0.128,0.158,8.025686724532745e-10,DNAJA2,10294,ENSG00000069345
6.606534440544499e-14,-0.18194865216771627,0.055,0.074,8.147838925523531e-10,CDC16,8881,ENSG00000130177
6.646516979040962e-14,0.7006603837021947,0.053,0.037,8.197149390251217e-10,SLC4A4,8671,ENSG00000080493
6.680931317543943e-14,-0.3384858064606018,0.03,0.044,8.239592593926946e-10,OGFOD1,55239,ENSG00000087263
6.862704215832236e-14,-0.20382233613376877,0.074,0.097,8.463773109385896e-10,SCYL1,57410,ENSG00000142186
6.895886505308462e-14,-0.19266446700033213,0.038,0.054,8.504696826996924e-10,TATDN3,128387,ENSG00000203705
7.031135063008942e-14,-0.2823545498433855,0.092,0.117,8.671498873208929e-10,EGLN2,112398,ENSG00000269858
7.064435638296574e-14,-0.4912236202354492,0.029,0.043,8.712568472711165e-10,MAP4K3,8491,ENSG00000011566
7.250694676638018e-14,-0.18034476111669773,0.108,0.136,8.942281744697666e-10,PSMD11,5717,ENSG00000108671
7.31395827957376e-14,-0.1957887047577019,0.159,0.191,9.020304746198319e-10,SEC13,6396,ENSG00000157020
7.437526464902125e-14,-0.2513795688895688,0.036,0.052,9.172701389163787e-10,TBC1D7,51256,ENSG00000145979
7.437526464902125e-14,-0.2513795688895688,0.036,0.052,9.172701389163787e-10,TBC1D7-LOC100130357,107080638,ENSG00000145979
7.442712317737965e-14,-0.2807433876483354,0.039,0.056,9.179097101466231e-10,IDH3A,3419,ENSG00000166411
7.44743520959429e-14,-0.24290478765149537,0.035,0.051,9.184921843992635e-10,GOT1,2805,ENSG00000120053
7.52132977684736e-14,-0.168824283037893,0.081,0.105,9.27605601378585e-10,MRPS11,64963,ENSG00000181991
7.523638690934952e-14,-0.3946413006693361,0.036,0.052,9.278903597530075e-10,LRRC8D,55144,ENSG00000171492
7.714278136771564e-14,-0.7409405970168508,0.006,0.014,9.514019226080371e-10,CSTA,1475,ENSG00000121552
7.949417437664261e-14,-0.30486004616332485,0.033,0.048,9.804016525871335e-10,BUD13,84811,ENSG00000137656
8.104476233379589e-14,-0.19139108328267573,0.028,0.042,9.995250538627048e-10,FBXO22,26263,ENSG00000167196
8.110087221729431e-14,-0.1343301964229675,0.378,0.42,1.0002170570558903e-9,ARGLU1,55082,ENSG00000134884
8.228224681186332e-14,-0.1530313532843275,0.055,0.075,1.0147869499307102e-9,ARMC6,93436,ENSG00000105676
8.360894101353341e-14,-0.19086488277929045,0.149,0.18,1.0311490695199076e-9,UBE3A,7337,ENSG00000114062
8.368320590425584e-14,-0.28897905860766615,0.047,0.064,1.0320649784171871e-9,TMEM39A,55254,ENSG00000176142
8.49845655343511e-14,0.21055286975443188,0.445,0.423,1.048114646735152e-9,SUN2,25777,ENSG00000100242
8.600952275094675e-14,-0.16096186808679336,0.094,0.12,1.060755444087426e-9,NELFCD,51497,ENSG00000101158
8.633469770047751e-14,-0.3156355417923089,0.071,0.093,1.064765826739989e-9,CASK,8573,ENSG00000147044
8.636222658128521e-14,-0.3776744596550132,0.034,0.05,1.0651053404269904e-9,SYNE3,161176,ENSG00000176438
8.831190245896272e-14,-0.18123397945027964,0.167,0.201,1.0891506930263872e-9,MFF,56947,ENSG00000168958
8.953015668866351e-14,0.17417947039734627,0.462,0.438,1.1041754224412872e-9,VAMP8,8673,ENSG00000118640
8.99835003854232e-14,-0.14939048842023123,0.142,0.172,1.109766510253424e-9,CHD9,80205,ENSG00000177200
9.536026110692668e-14,-0.13942593160291317,0.301,0.342,1.1760781002317267e-9,CCNL1,57018,ENSG00000163660
9.631606091482225e-14,-0.8218204046452624,0.011,0.02,1.1878659792625028e-9,CLEC12A,160364,ENSG00000172322
9.636616101327769e-14,-0.233269004781294,0.099,0.125,1.1884838637767535e-9,PEF1,553115,ENSG00000162517
9.795097951825384e-14,-0.21299723517732896,0.105,0.131,1.2080294303986243e-9,DIAPH2,1730,ENSG00000147202
1.0129246885495432e-13,-0.37026042500881706,0.026,0.04,1.2492400183881515e-9,FAM98A,25940,ENSG00000119812
1.0129246885495432e-13,-0.37026042500881706,0.026,0.04,1.2492400183881515e-9,RASGRP3-AS1,105374454,ENSG00000119812
1.0880677701650493e-13,-0.2117173251363133,0.118,0.145,1.341913980944555e-9,TRPM7,54822,ENSG00000092439
1.0912077814837425e-13,-0.2041461345448928,0.151,0.182,1.3457865569038995e-9,PSMD2,5708,ENSG00000175166
1.0939502412687557e-13,-0.15069543047296907,0.023,0.036,1.3491688325567563e-9,DPH2,1802,ENSG00000132768
1.1095924037513479e-13,-0.24332896694445771,0.074,0.096,1.368460311546537e-9,UBR3,130507,ENSG00000144357
1.1149774614172441e-13,-0.18452351011586535,0.159,0.191,1.375101703165887e-9,NDUFA10,4705,ENSG00000130414
1.127757010438497e-13,-0.8334137618994988,0.012,0.021,1.390862720973798e-9,TMT1A,25840,ENSG00000185432
1.1368346849396948e-13,-0.17426617353970286,0.144,0.175,1.4020582169361252e-9,PTBP1,5725,ENSG00000011304
1.138412856468056e-13,-0.30720294431486095,0.06,0.08,1.4040045758820532e-9,MAP3K1,4214,ENSG00000095015
1.1499986123309896e-13,-0.32591953180360567,0.065,0.086,1.4182932885878094e-9,SLC39A3,29985,ENSG00000141873
1.176714125388273e-13,-0.18800556794642745,0.218,0.254,1.451241530841357e-9,CGGBP1,8545,ENSG00000163320
1.1775943724331365e-13,-0.15266303187467645,0.099,0.124,1.452327139521787e-9,HDAC2,3066,ENSG00000196591
1.1876126548756242e-13,-0.1923050190839808,0.067,0.088,1.4646826872581071e-9,RIF1,55183,ENSG00000080345
